nom_plante,type_plante,superficie_hectare,latitude,longitude,region,ph,azote_ppm,phosphore_ppm,potassium_ppm,humidite_percent,matiere_organique_percent,temperature_celsius,avg_temp,total_rain,avg_humidity,avg_radiation,year,yield_tons_per_hectare,quality
Pêche,Fruit,16.34,34.7406,10.7603,Sfax,6.5,225.9,52.2,118.5,15.6,7.58,32.3,23.42,46.9,61.74,24.37,2024,13.066,high
Pêche,Fruit,26.63,34.7406,10.7603,Sfax,5.21,147.7,74.2,188.7,12.4,2.21,37.1,23.42,46.9,61.74,24.37,2024,11.562,high
Pêche,Fruit,41.29,34.7406,10.7603,Sfax,8.27,230.0,53.5,161.4,46.1,5.56,25.0,23.42,46.9,61.74,24.37,2024,12.261,medium
Pêche,Fruit,36.51,34.7406,10.7603,Sfax,7.25,84.3,49.6,387.3,47.6,7.62,31.7,23.42,46.9,61.74,24.37,2024,12.315,high
Pêche,Fruit,2.05,34.7406,10.7603,Sfax,6.58,85.6,99.9,143.4,23.8,5.18,25.3,23.42,46.9,61.74,24.37,2024,12.908,high
Pêche,Fruit,3.28,34.7406,10.7603,Sfax,6.43,62.1,51.9,138.6,23.4,7.68,20.9,23.42,46.9,61.74,24.37,2024,12.029,medium
Pêche,Fruit,2.04,34.7406,10.7603,Sfax,7.95,108.6,61.1,237.2,34.1,5.3,24.2,23.42,46.9,61.74,24.37,2024,12.921,medium
Pêche,Fruit,41.49,35.8245,10.6346,Sousse,6.36,157.6,73.5,193.8,54.1,1.49,29.6,22.82,156.4,60.5,23.51,2022,13.85,high
Pêche,Fruit,2.61,35.8245,10.6346,Sousse,5.75,65.9,41.1,239.0,21.8,7.64,36.9,22.82,156.4,60.5,23.51,2022,14.194,high
Pêche,Fruit,28.07,35.8245,10.6346,Sousse,5.48,145.3,46.5,118.8,46.9,7.95,21.0,22.82,156.4,60.5,23.51,2022,14.299,medium
Pêche,Fruit,27.01,35.8245,10.6346,Sousse,7.96,69.3,91.0,103.0,15.7,5.4,21.6,22.82,156.4,60.5,23.51,2022,12.0,medium
Pêche,Fruit,8.46,35.8245,10.6346,Sousse,5.67,131.4,34.0,67.1,15.2,6.51,37.3,22.82,156.4,60.5,23.51,2022,12.936,medium
Pêche,Fruit,22.61,35.8245,10.6346,Sousse,8.32,95.9,87.0,227.1,67.4,1.52,39.2,22.82,156.4,60.5,23.51,2022,11.742,medium
Pêche,Fruit,1.48,35.8245,10.6346,Sousse,6.62,207.1,75.0,266.9,35.0,6.44,38.4,22.82,156.4,60.5,23.51,2022,16.154,high
Pêche,Fruit,40.95,35.8245,10.6346,Sousse,7.11,206.2,90.6,312.8,53.0,7.74,35.9,22.82,156.4,60.5,23.51,2022,14.566,high
Pêche,Fruit,45.73,35.8245,10.6346,Sousse,6.73,186.1,37.3,82.7,28.7,6.28,36.3,22.82,156.4,60.5,23.51,2022,12.728,medium
Pêche,Fruit,2.41,35.8245,10.6346,Sousse,6.13,112.7,70.0,175.4,11.2,3.79,16.7,22.82,156.4,60.5,23.51,2022,12.194,high
Pêche,Fruit,19.33,35.8245,10.6346,Sousse,6.31,91.1,64.3,396.8,42.8,5.35,37.6,22.82,156.4,60.5,23.51,2022,14.551,high
Pêche,Fruit,49.52,35.8245,10.6346,Sousse,6.11,171.9,10.4,348.7,14.6,7.25,38.5,22.82,156.4,60.5,23.51,2022,13.039,high
Pêche,Fruit,10.5,35.8245,10.6346,Sousse,7.32,74.7,90.7,160.8,29.6,7.38,10.4,22.82,156.4,60.5,23.51,2022,14.8,high
Pêche,Fruit,22.97,35.8245,10.6346,Sousse,7.09,177.3,89.2,92.4,41.3,5.94,29.1,22.82,156.4,60.5,23.51,2022,14.224,high
Pêche,Fruit,47.72,35.8245,10.6346,Sousse,4.97,123.7,26.1,322.7,62.3,3.42,25.3,22.82,156.4,60.5,23.51,2022,12.464,medium
Pêche,Fruit,47.75,35.8245,10.6346,Sousse,5.07,219.7,54.7,57.9,68.3,7.74,21.5,22.82,156.4,60.5,23.51,2022,12.7,medium
Pêche,Fruit,34.48,35.8245,10.6346,Sousse,5.27,84.3,80.1,182.1,10.4,3.61,16.8,22.82,156.4,60.5,23.51,2022,12.58,medium
Pêche,Fruit,44.32,35.8245,10.6346,Sousse,5.57,116.5,36.8,275.4,16.1,4.09,20.0,22.82,156.4,60.5,23.51,2022,12.921,high
Pêche,Fruit,44.86,35.8245,10.6346,Sousse,6.58,247.4,13.1,211.4,33.2,3.05,20.0,22.82,156.4,60.5,23.51,2022,13.2,medium
Pêche,Fruit,37.39,35.8245,10.6346,Sousse,6.18,97.0,18.4,90.0,27.9,6.66,14.0,22.82,156.4,60.5,23.51,2022,13.297,medium
Pêche,Fruit,47.62,35.8245,10.6346,Sousse,6.21,67.8,98.7,111.8,44.1,4.77,21.2,22.96,161.1,59.09,23.28,2023,14.135,high
Pêche,Fruit,46.36,35.8245,10.6346,Sousse,8.4,130.6,18.7,317.9,32.8,1.93,24.5,22.96,161.1,59.09,23.28,2023,12.507,medium
Pêche,Fruit,40.89,35.8245,10.6346,Sousse,6.17,60.1,86.4,389.4,27.5,2.78,21.7,22.96,161.1,59.09,23.28,2023,13.08,high
Pêche,Fruit,8.56,35.8245,10.6346,Sousse,5.82,221.9,92.6,381.8,26.4,7.34,32.1,22.96,161.1,59.09,23.28,2023,14.391,high
Pêche,Fruit,34.08,35.8245,10.6346,Sousse,7.33,191.4,81.0,110.4,47.7,1.84,38.4,22.96,161.1,59.09,23.28,2023,13.076,high
Pêche,Fruit,3.45,35.8245,10.6346,Sousse,7.45,91.8,69.2,111.9,42.6,7.68,28.8,22.96,161.1,59.09,23.28,2023,14.005,high
Pêche,Fruit,44.32,35.8245,10.6346,Sousse,5.68,69.0,26.0,350.4,62.4,3.99,13.1,22.96,161.1,59.09,23.28,2023,10.773,medium
Pêche,Fruit,29.34,35.8245,10.6346,Sousse,6.13,110.3,57.3,261.6,38.0,7.22,19.5,22.96,161.1,59.09,23.28,2023,15.755,high
Pêche,Fruit,10.18,35.8245,10.6346,Sousse,4.91,71.5,82.1,114.1,47.5,7.78,25.7,22.96,161.1,59.09,23.28,2023,13.663,medium
Pêche,Fruit,34.64,35.8245,10.6346,Sousse,5.91,189.2,80.0,225.4,57.0,2.88,25.5,22.96,161.1,59.09,23.28,2023,13.478,high
Pêche,Fruit,16.42,35.8245,10.6346,Sousse,7.11,174.2,54.4,328.5,38.9,7.11,32.1,22.96,161.1,59.09,23.28,2023,16.359,high
Pêche,Fruit,33.46,35.8245,10.6346,Sousse,8.08,69.3,56.3,91.6,26.8,5.64,12.3,22.96,161.1,59.09,23.28,2023,13.029,medium
Pêche,Fruit,5.89,35.8245,10.6346,Sousse,8.21,50.1,47.3,371.8,22.2,7.5,25.8,22.96,161.1,59.09,23.28,2023,11.491,medium
Pêche,Fruit,41.22,35.8245,10.6346,Sousse,5.63,149.1,53.5,218.7,15.3,6.52,24.4,22.96,161.1,59.09,23.28,2023,13.354,high
Pêche,Fruit,26.77,35.8245,10.6346,Sousse,4.52,230.5,78.5,87.5,52.1,0.65,10.8,22.96,161.1,59.09,23.28,2023,12.08,high
Pêche,Fruit,47.42,35.8245,10.6346,Sousse,4.75,101.5,43.5,218.3,20.1,4.83,23.1,22.96,161.1,59.09,23.28,2023,12.808,medium
Pêche,Fruit,46.8,35.8245,10.6346,Sousse,7.08,60.3,30.1,365.3,51.9,1.92,27.1,22.96,161.1,59.09,23.28,2023,11.946,high
Pêche,Fruit,2.5,35.8245,10.6346,Sousse,8.27,131.5,47.6,143.6,63.5,6.84,22.1,22.96,161.1,59.09,23.28,2023,11.757,medium
Pêche,Fruit,34.75,35.8245,10.6346,Sousse,5.07,116.5,18.9,385.1,12.9,3.51,14.9,22.96,161.1,59.09,23.28,2023,12.1,medium
Pêche,Fruit,22.91,35.8245,10.6346,Sousse,7.59,239.0,72.9,84.8,15.3,5.99,16.5,22.96,161.1,59.09,23.28,2023,13.989,high
Pêche,Fruit,18.31,35.8245,10.6346,Sousse,5.94,249.7,35.2,256.5,26.9,1.34,27.0,23.08,85.1,59.71,23.87,2024,13.449,high
Pêche,Fruit,43.27,35.8245,10.6346,Sousse,6.67,57.1,49.6,334.2,28.9,3.83,24.8,23.08,85.1,59.71,23.87,2024,12.618,high
Pêche,Fruit,44.13,35.8245,10.6346,Sousse,7.96,213.1,77.8,213.1,55.5,4.09,32.1,23.08,85.1,59.71,23.87,2024,12.839,high
Pêche,Fruit,5.62,35.8245,10.6346,Sousse,7.94,52.3,19.2,241.9,49.1,1.65,24.2,23.08,85.1,59.71,23.87,2024,11.682,medium
Pêche,Fruit,41.25,35.8245,10.6346,Sousse,7.45,113.2,99.4,282.0,58.9,5.52,39.7,23.08,85.1,59.71,23.87,2024,11.717,high
Pêche,Fruit,38.38,35.8245,10.6346,Sousse,7.23,159.8,66.6,170.1,35.7,4.69,35.2,23.08,85.1,59.71,23.87,2024,13.615,high
Pêche,Fruit,35.6,35.8245,10.6346,Sousse,4.61,31.8,30.2,329.8,64.3,3.44,26.9,23.08,85.1,59.71,23.87,2024,10.772,medium
Pêche,Fruit,15.79,35.8245,10.6346,Sousse,7.34,97.8,86.8,208.5,69.9,0.5,13.3,23.08,85.1,59.71,23.87,2024,11.491,high
Pêche,Fruit,7.66,35.8245,10.6346,Sousse,7.01,121.5,82.3,153.4,25.9,5.42,21.7,23.08,85.1,59.71,23.87,2024,12.741,high
Pêche,Fruit,21.27,35.8245,10.6346,Sousse,8.08,120.4,73.9,368.2,60.4,4.33,30.4,23.08,85.1,59.71,23.87,2024,11.808,high
Pêche,Fruit,23.55,35.8245,10.6346,Sousse,6.24,76.1,13.4,256.0,61.9,0.69,15.9,23.08,85.1,59.71,23.87,2024,10.582,high
Pêche,Fruit,12.56,35.8245,10.6346,Sousse,4.73,144.2,83.7,62.3,31.0,5.48,13.9,23.08,85.1,59.71,23.87,2024,12.865,medium
Pêche,Fruit,49.42,35.8245,10.6346,Sousse,5.65,137.3,46.0,364.1,14.3,4.75,35.4,23.08,85.1,59.71,23.87,2024,12.239,high
Pêche,Fruit,45.89,35.8245,10.6346,Sousse,6.15,107.4,64.3,308.8,59.2,3.62,31.5,23.08,85.1,59.71,23.87,2024,13.318,high
Pêche,Fruit,32.64,35.8245,10.6346,Sousse,7.05,146.9,26.5,93.3,39.1,1.7,27.3,23.08,85.1,59.71,23.87,2024,11.907,medium
Pêche,Fruit,32.13,35.8245,10.6346,Sousse,4.73,54.9,23.8,396.5,30.7,2.69,11.6,23.08,85.1,59.71,23.87,2024,10.716,medium
Pêche,Fruit,6.35,35.8245,10.6346,Sousse,8.18,206.1,30.7,220.0,37.5,3.11,34.5,23.08,85.1,59.71,23.87,2024,11.543,medium
Pêche,Fruit,21.91,35.8245,10.6346,Sousse,6.37,219.5,29.6,86.0,47.1,1.8,12.2,23.08,85.1,59.71,23.87,2024,11.935,medium
Pêche,Fruit,40.71,35.8245,10.6346,Sousse,5.54,50.4,60.4,59.5,68.0,3.06,30.9,23.08,85.1,59.71,23.87,2024,11.378,medium
Pêche,Fruit,35.21,35.8245,10.6346,Sousse,7.83,83.1,99.3,57.2,23.0,6.35,15.8,23.08,85.1,59.71,23.87,2024,12.177,medium
Pêche,Fruit,26.71,36.7333,9.1833,Béja,6.15,78.0,56.3,277.4,37.5,4.75,22.5,22.13,148.7,57.04,22.84,2022,14.66,high
Pêche,Fruit,5.18,36.7333,9.1833,Béja,5.51,196.9,40.4,335.7,13.4,2.99,12.8,22.13,148.7,57.04,22.84,2022,12.211,high
Pêche,Fruit,9.18,36.7333,9.1833,Béja,7.99,143.6,36.6,302.3,47.4,6.5,29.3,22.13,148.7,57.04,22.84,2022,13.194,high
Pêche,Fruit,30.26,36.7333,9.1833,Béja,6.35,232.7,42.4,264.2,31.8,1.21,23.6,22.13,148.7,57.04,22.84,2022,12.69,medium
Pêche,Fruit,10.75,36.7333,9.1833,Béja,7.78,36.5,36.6,334.1,65.2,3.59,36.7,22.13,148.7,57.04,22.84,2022,12.323,medium
Pêche,Fruit,23.32,36.7333,9.1833,Béja,8.11,79.0,15.3,81.6,25.7,6.21,25.3,22.13,148.7,57.04,22.84,2022,12.312,medium
Pêche,Fruit,12.35,36.7333,9.1833,Béja,4.86,182.8,93.4,124.7,60.3,5.74,10.4,22.13,148.7,57.04,22.84,2022,13.183,high
Pêche,Fruit,5.42,36.7333,9.1833,Béja,6.61,81.0,70.8,143.2,33.4,3.27,30.2,22.13,148.7,57.04,22.84,2022,13.404,medium
Pêche,Fruit,47.99,36.7333,9.1833,Béja,4.93,75.7,64.6,306.3,49.6,4.06,11.6,22.13,148.7,57.04,22.84,2022,13.755,medium
Pêche,Fruit,36.55,36.7333,9.1833,Béja,8.15,183.5,29.6,160.5,11.8,5.1,28.4,22.13,148.7,57.04,22.84,2022,11.952,medium
Pêche,Fruit,9.43,36.7333,9.1833,Béja,5.89,170.5,54.6,90.3,15.2,6.36,14.7,22.13,148.7,57.04,22.84,2022,13.588,high
Pêche,Fruit,3.8,36.7333,9.1833,Béja,6.92,135.5,61.2,260.6,68.1,2.17,16.4,22.13,148.7,57.04,22.84,2022,13.714,high
Pêche,Fruit,13.37,36.7333,9.1833,Béja,4.94,110.2,26.1,166.0,67.1,5.62,10.2,22.13,148.7,57.04,22.84,2022,12.214,medium
Pêche,Fruit,23.11,36.7333,9.1833,Béja,7.43,143.9,82.4,296.7,24.6,4.48,26.7,22.13,148.7,57.04,22.84,2022,13.856,high
Pêche,Fruit,49.11,36.7333,9.1833,Béja,5.62,32.3,92.5,290.1,51.4,4.79,30.7,22.13,148.7,57.04,22.84,2022,14.661,high
Pêche,Fruit,23.25,36.7333,9.1833,Béja,5.94,217.9,87.2,365.8,10.3,2.74,14.0,22.13,148.7,57.04,22.84,2022,12.273,high
Pêche,Fruit,4.82,36.7333,9.1833,Béja,7.39,89.3,86.9,112.2,32.0,5.17,28.2,22.13,148.7,57.04,22.84,2022,13.849,high
Pêche,Fruit,41.24,36.7333,9.1833,Béja,7.98,220.9,59.1,368.8,60.9,7.69,35.5,22.13,148.7,57.04,22.84,2022,12.791,medium
Pêche,Fruit,7.93,36.7333,9.1833,Béja,8.14,189.0,35.4,169.3,51.2,4.08,12.4,22.13,148.7,57.04,22.84,2022,12.495,high
Pêche,Fruit,8.3,36.7333,9.1833,Béja,6.53,198.7,77.6,108.5,15.9,4.93,32.2,22.13,148.7,57.04,22.84,2022,14.562,high
Pêche,Fruit,29.58,36.7333,9.1833,Béja,8.28,129.9,17.2,140.2,24.0,2.29,24.8,21.54,245.5,59.89,22.66,2023,13.232,high
Pêche,Fruit,12.1,36.7333,9.1833,Béja,8.45,168.2,93.6,150.2,24.4,4.37,25.3,21.54,245.5,59.89,22.66,2023,13.626,high
Pêche,Fruit,23.26,36.7333,9.1833,Béja,7.26,135.0,98.0,167.1,69.0,0.99,30.5,21.54,245.5,59.89,22.66,2023,13.465,high
Pêche,Fruit,37.36,36.7333,9.1833,Béja,7.7,50.8,84.0,124.9,11.5,2.13,24.4,21.54,245.5,59.89,22.66,2023,12.095,medium
Pêche,Fruit,27.66,36.7333,9.1833,Béja,7.08,246.5,64.1,291.9,43.7,6.37,39.3,21.54,245.5,59.89,22.66,2023,16.843,high
Pêche,Fruit,14.24,36.7333,9.1833,Béja,8.38,58.4,62.0,327.4,42.0,3.57,29.7,21.54,245.5,59.89,22.66,2023,14.745,high
Pêche,Fruit,9.26,36.7333,9.1833,Béja,7.73,173.5,85.7,150.5,48.2,4.93,28.7,21.54,245.5,59.89,22.66,2023,14.156,medium
Pêche,Fruit,41.9,36.7333,9.1833,Béja,6.91,244.0,95.9,129.5,28.3,0.77,22.0,21.54,245.5,59.89,22.66,2023,13.922,high
Pêche,Fruit,13.63,36.7333,9.1833,Béja,5.56,78.6,41.5,331.7,48.8,6.39,27.5,21.54,245.5,59.89,22.66,2023,14.966,high
Pêche,Fruit,40.99,36.7333,9.1833,Béja,7.57,46.4,78.6,66.0,16.3,3.8,24.3,21.54,245.5,59.89,22.66,2023,12.174,medium
Pêche,Fruit,24.01,36.7333,9.1833,Béja,5.4,92.8,21.1,150.7,53.7,2.31,35.1,21.54,245.5,59.89,22.66,2023,12.219,medium
Pêche,Fruit,38.78,36.7333,9.1833,Béja,7.34,143.7,10.7,372.8,14.0,7.54,10.8,21.54,245.5,59.89,22.66,2023,14.146,high
Pêche,Fruit,34.43,36.7333,9.1833,Béja,4.79,82.5,80.0,361.9,41.7,3.15,11.8,21.54,245.5,59.89,22.66,2023,14.214,high
Pêche,Fruit,16.25,36.7333,9.1833,Béja,7.16,136.9,11.1,88.8,52.0,0.98,36.0,21.54,245.5,59.89,22.66,2023,12.732,medium
Pêche,Fruit,31.78,36.7333,9.1833,Béja,6.6,97.5,46.5,57.5,49.8,3.24,31.4,21.54,245.5,59.89,22.66,2023,14.731,high
Pêche,Fruit,43.27,36.7333,9.1833,Béja,7.02,122.1,45.1,91.9,56.8,6.21,17.4,21.54,245.5,59.89,22.66,2023,13.727,high
Pêche,Fruit,27.8,36.7333,9.1833,Béja,4.57,114.2,67.7,81.4,37.6,7.95,31.5,21.54,245.5,59.89,22.66,2023,13.663,medium
Pêche,Fruit,11.18,36.7333,9.1833,Béja,8.33,234.2,71.4,84.7,22.5,1.88,25.6,21.54,245.5,59.89,22.66,2023,13.205,high
Pêche,Fruit,49.4,36.7333,9.1833,Béja,4.57,193.7,27.0,338.7,31.3,3.04,10.4,21.54,245.5,59.89,22.66,2023,12.817,high
Pêche,Fruit,6.18,36.7333,9.1833,Béja,4.89,183.8,35.4,395.9,67.0,6.01,39.1,21.54,245.5,59.89,22.66,2023,13.123,medium
Pêche,Fruit,1.3,36.7333,9.1833,Béja,4.79,243.9,15.4,349.8,56.1,3.32,10.6,21.86,129.3,58.71,23.56,2024,12.351,medium
Pêche,Fruit,15.06,36.7333,9.1833,Béja,6.33,158.8,79.5,182.1,19.6,6.5,20.0,21.86,129.3,58.71,23.56,2024,13.542,high
Pêche,Fruit,24.81,36.7333,9.1833,Béja,8.34,77.4,27.8,361.1,68.1,5.73,13.6,21.86,129.3,58.71,23.56,2024,12.04,high
Pêche,Fruit,48.88,36.7333,9.1833,Béja,5.03,67.8,87.8,234.5,52.4,3.3,26.0,21.86,129.3,58.71,23.56,2024,13.624,medium
Pêche,Fruit,45.65,36.7333,9.1833,Béja,5.19,56.8,80.5,345.4,50.1,1.69,17.2,21.86,129.3,58.71,23.56,2024,13.146,medium
Pêche,Fruit,23.53,36.7333,9.1833,Béja,5.64,236.7,92.3,65.1,56.2,1.77,16.5,21.86,129.3,58.71,23.56,2024,11.372,high
Pêche,Fruit,44.98,36.7333,9.1833,Béja,6.8,67.5,12.0,249.9,41.0,5.67,29.5,21.86,129.3,58.71,23.56,2024,13.522,high
Pêche,Fruit,13.01,36.7333,9.1833,Béja,7.02,178.5,56.9,291.3,29.4,1.62,29.9,21.86,129.3,58.71,23.56,2024,13.35,medium
Pêche,Fruit,4.93,36.7333,9.1833,Béja,6.41,161.7,12.7,396.4,53.0,3.69,15.7,21.86,129.3,58.71,23.56,2024,12.775,high
Pêche,Fruit,32.2,36.7333,9.1833,Béja,5.42,113.6,63.4,285.1,48.7,6.97,16.6,21.86,129.3,58.71,23.56,2024,14.241,medium
Pêche,Fruit,25.7,36.7333,9.1833,Béja,6.84,77.6,45.3,339.5,18.9,3.76,38.0,21.86,129.3,58.71,23.56,2024,13.683,high
Pêche,Fruit,41.62,36.7333,9.1833,Béja,5.32,78.0,78.3,313.7,13.6,2.92,22.0,21.86,129.3,58.71,23.56,2024,12.919,medium
Pêche,Fruit,18.19,36.7333,9.1833,Béja,8.49,201.8,70.0,187.2,14.0,4.8,20.9,21.86,129.3,58.71,23.56,2024,12.496,high
Pêche,Fruit,20.17,36.7333,9.1833,Béja,7.51,117.6,23.6,211.5,67.1,6.51,16.2,21.86,129.3,58.71,23.56,2024,11.963,medium
Pêche,Fruit,25.19,36.7333,9.1833,Béja,6.78,120.4,17.2,270.2,15.9,5.05,25.2,21.86,129.3,58.71,23.56,2024,13.306,high
Pêche,Fruit,34.22,36.7333,9.1833,Béja,6.23,120.4,63.7,262.2,10.9,1.44,17.1,21.86,129.3,58.71,23.56,2024,13.828,high
Pêche,Fruit,10.52,36.7333,9.1833,Béja,7.46,217.7,43.9,170.8,59.9,2.28,23.8,21.86,129.3,58.71,23.56,2024,12.478,high
Pêche,Fruit,40.56,36.7333,9.1833,Béja,5.35,182.2,32.0,380.2,32.1,5.48,20.4,21.86,129.3,58.71,23.56,2024,13.998,high
Pêche,Fruit,30.87,36.7333,9.1833,Béja,7.89,52.4,93.2,268.5,62.2,5.63,16.1,21.86,129.3,58.71,23.56,2024,13.039,medium
Pêche,Fruit,33.1,36.7333,9.1833,Béja,6.14,63.4,98.1,365.4,63.6,6.42,30.8,21.86,129.3,58.71,23.56,2024,13.78,high
Pêche,Fruit,32.18,37.2744,9.8739,Bizerte,8.21,151.7,50.3,388.8,37.8,5.31,21.2,21.69,139.3,69.44,23.28,2022,14.784,high
Pêche,Fruit,46.24,37.2744,9.8739,Bizerte,6.56,96.0,67.9,368.0,10.4,1.5,13.6,21.69,139.3,69.44,23.28,2022,13.093,high
Pêche,Fruit,19.19,37.2744,9.8739,Bizerte,6.83,131.6,81.3,106.3,32.9,4.0,19.0,21.69,139.3,69.44,23.28,2022,14.721,high
Pêche,Fruit,14.98,37.2744,9.8739,Bizerte,5.23,106.3,15.8,245.0,46.7,6.99,34.6,21.69,139.3,69.44,23.28,2022,13.228,medium
Pêche,Fruit,23.68,37.2744,9.8739,Bizerte,4.67,60.1,53.7,122.7,58.2,4.8,28.4,21.69,139.3,69.44,23.28,2022,12.429,medium
Pêche,Fruit,35.44,37.2744,9.8739,Bizerte,7.37,111.6,55.4,343.9,18.9,4.59,20.5,21.69,139.3,69.44,23.28,2022,14.153,high
Pêche,Fruit,12.66,37.2744,9.8739,Bizerte,8.08,144.3,57.7,297.5,29.4,0.78,16.9,21.69,139.3,69.44,23.28,2022,13.159,medium
Pêche,Fruit,23.82,37.2744,9.8739,Bizerte,7.72,235.9,99.9,201.8,23.6,4.7,36.4,21.69,139.3,69.44,23.28,2022,12.993,medium
Pêche,Fruit,47.33,37.2744,9.8739,Bizerte,6.18,115.1,41.7,360.6,13.6,7.79,10.2,21.69,139.3,69.44,23.28,2022,14.794,high
Pêche,Fruit,6.42,37.2744,9.8739,Bizerte,5.25,173.9,89.4,98.8,17.6,2.78,14.9,21.69,139.3,69.44,23.28,2022,11.797,medium
Pêche,Fruit,16.61,37.2744,9.8739,Bizerte,7.17,219.6,68.7,91.8,44.4,3.45,20.3,21.69,139.3,69.44,23.28,2022,13.871,high
Pêche,Fruit,30.37,37.2744,9.8739,Bizerte,5.04,134.7,38.6,392.3,68.7,2.9,20.6,21.69,139.3,69.44,23.28,2022,11.342,medium
Pêche,Fruit,35.53,37.2744,9.8739,Bizerte,7.14,103.5,68.8,184.3,52.0,5.51,25.3,21.69,139.3,69.44,23.28,2022,13.252,high
Pêche,Fruit,34.5,37.2744,9.8739,Bizerte,5.23,84.1,15.7,299.0,32.0,1.2,34.6,21.69,139.3,69.44,23.28,2022,11.022,medium
Pêche,Fruit,22.56,37.2744,9.8739,Bizerte,5.11,130.8,89.7,115.9,44.1,7.71,29.1,21.69,139.3,69.44,23.28,2022,14.291,high
Pêche,Fruit,30.86,37.2744,9.8739,Bizerte,6.86,221.8,56.3,340.5,67.1,4.26,28.2,21.69,139.3,69.44,23.28,2022,14.284,high
Pêche,Fruit,41.09,37.2744,9.8739,Bizerte,4.61,191.3,80.5,295.2,52.8,0.81,23.3,21.69,139.3,69.44,23.28,2022,13.511,high
Pêche,Fruit,22.11,37.2744,9.8739,Bizerte,7.51,166.2,11.7,303.4,56.4,5.92,33.0,21.69,139.3,69.44,23.28,2022,13.705,high
Pêche,Fruit,29.31,37.2744,9.8739,Bizerte,8.13,209.2,60.7,234.5,29.7,2.38,25.4,21.69,139.3,69.44,23.28,2022,13.432,medium
Pêche,Fruit,30.76,37.2744,9.8739,Bizerte,6.73,145.8,49.2,70.3,62.9,2.88,29.3,21.69,139.3,69.44,23.28,2022,13.223,high
Pêche,Fruit,33.49,37.2744,9.8739,Bizerte,5.23,91.7,57.2,326.3,35.9,2.03,12.6,21.38,261.8,71.63,22.94,2023,13.593,medium
Pêche,Fruit,48.02,37.2744,9.8739,Bizerte,7.2,75.7,55.8,157.2,65.9,2.21,22.6,21.38,261.8,71.63,22.94,2023,13.871,medium
Pêche,Fruit,21.34,37.2744,9.8739,Bizerte,5.77,54.3,66.5,370.6,37.2,5.2,28.3,21.38,261.8,71.63,22.94,2023,14.19,high
Pêche,Fruit,32.77,37.2744,9.8739,Bizerte,6.01,127.3,87.8,171.9,48.1,2.1,17.6,21.38,261.8,71.63,22.94,2023,14.459,high
Pêche,Fruit,36.68,37.2744,9.8739,Bizerte,5.84,230.3,22.2,302.2,51.4,5.68,38.1,21.38,261.8,71.63,22.94,2023,14.205,high
Pêche,Fruit,28.11,37.2744,9.8739,Bizerte,6.06,36.8,92.2,75.7,52.0,5.98,35.3,21.38,261.8,71.63,22.94,2023,13.415,high
Pêche,Fruit,37.69,37.2744,9.8739,Bizerte,7.48,105.6,91.3,107.2,28.9,4.24,33.3,21.38,261.8,71.63,22.94,2023,13.944,high
Pêche,Fruit,13.79,37.2744,9.8739,Bizerte,5.72,136.4,58.5,200.2,49.8,3.71,38.4,21.38,261.8,71.63,22.94,2023,16.002,high
Pêche,Fruit,23.04,37.2744,9.8739,Bizerte,5.63,120.6,42.9,110.4,38.6,3.4,15.3,21.38,261.8,71.63,22.94,2023,13.597,high
Pêche,Fruit,27.08,37.2744,9.8739,Bizerte,5.02,172.5,73.6,379.4,15.2,1.38,11.6,21.38,261.8,71.63,22.94,2023,12.693,high
Pêche,Fruit,46.7,37.2744,9.8739,Bizerte,7.69,181.1,98.7,98.3,13.5,2.56,10.6,21.38,261.8,71.63,22.94,2023,13.626,medium
Pêche,Fruit,27.1,37.2744,9.8739,Bizerte,5.77,84.1,23.7,162.1,46.9,7.79,26.7,21.38,261.8,71.63,22.94,2023,13.294,high
Pêche,Fruit,38.53,37.2744,9.8739,Bizerte,6.31,248.9,37.5,144.3,17.1,4.98,12.7,21.38,261.8,71.63,22.94,2023,14.632,high
Pêche,Fruit,31.88,37.2744,9.8739,Bizerte,4.89,155.8,83.3,238.2,62.3,6.51,18.3,21.38,261.8,71.63,22.94,2023,15.8,medium
Pêche,Fruit,1.04,37.2744,9.8739,Bizerte,7.43,200.1,76.2,151.2,51.2,4.62,27.9,21.38,261.8,71.63,22.94,2023,15.111,high
Pêche,Fruit,16.98,37.2744,9.8739,Bizerte,5.66,126.4,26.8,98.5,22.5,4.65,37.6,21.38,261.8,71.63,22.94,2023,14.103,medium
Pêche,Fruit,12.72,37.2744,9.8739,Bizerte,5.93,230.3,44.0,221.7,42.0,6.37,26.9,21.38,261.8,71.63,22.94,2023,16.003,high
Pêche,Fruit,2.13,37.2744,9.8739,Bizerte,6.58,32.7,80.3,119.3,53.7,0.62,33.9,21.38,261.8,71.63,22.94,2023,12.71,medium
Pêche,Fruit,21.03,37.2744,9.8739,Bizerte,5.13,135.8,35.5,397.7,44.8,4.75,16.6,21.38,261.8,71.63,22.94,2023,15.127,medium
Pêche,Fruit,47.69,37.2744,9.8739,Bizerte,5.82,195.4,43.5,396.1,20.3,0.51,27.8,21.38,261.8,71.63,22.94,2023,13.313,high
Pêche,Fruit,49.59,37.2744,9.8739,Bizerte,6.66,230.1,10.6,108.4,58.9,7.2,31.2,21.73,110.2,69.52,23.68,2024,12.784,medium
